"abstracts","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"Comparison of intravenous amrinone and dobutamine in congestive heart failure due to idiopathic dilated cardiomyopathy. A prospective randomized study was performed in 46 consecutive patients with refractory congestive heart failure (CHF) due to idiopathic dilated cardiomyopathy to compare the hemodynamic responses to 48-hour infusions of amrinone and dobutamine. Both drugs substantially reduced pulmonary arterial wedge pressure, right atrial pressure and systemic vascular resistance and increased cardiac index. Amrinone caused a greater decrease in right atrial pressure than dobutamine (p less than 0.02) and had a positive chronotropic effect not observed with dobutamine (p less than 0.01). The increase in heart rate produced by amrinone correlated inversely with the changes in right atrial and pulmonary arterial wedge pressures, suggesting a baroreceptor response to reduced preload. Dobutamine produced a larger increase in stroke volume index than amrinone (p less than 0.01). Ninety-one percent of patients receiving amrinone and only 65% receiving dobutamine had reduction of greater than or equal to 30% in pulmonary arterial wedge pressure (p less than 0.05). Cardiac index increased greater than or equal to 30% in similar numbers of patients given amrinone (74%) and dobutamine (65%). Negative fluid balance was recorded in all patients receiving amrinone and in 78% of patients receiving dobutamine (p less than 0.05). Target hemodynamic criteria were achieved in 83% of patients receiving 10 micrograms/kg/min of amrinone. The effective maintenance dose of dobutamine was extremely variable. No clinically important adverse effects were observed with either drug regimen. Both amrinone and dobutamine are effective and safe agents for short-term parenteral therapy of patients with dilated cardiomyopathy in severe CHF that is unresponsive to oral medication.",154,"1","2024-04-24T20:52:22.673839Z",150,7.95,"4","2024-04-24T20:52:22.673839Z"
"Polyarteritis nodosa presenting as a biliary stricture. Polyarteritis nodosa, a disease of the media of small and medium-sized arteries, has protean manifestations and many presenting signs and symptoms. Gastrointestinal involvement is common but involvement of the biliary tree is rare. We report a unique case of polyarteritis presenting as a biliary stricture.",155,"1","2024-04-24T20:52:43.298713Z",151,19.411,"5","2024-04-24T20:52:43.298713Z"
"Genetic diagnosis of Lynch syndrome II in an extended colorectal cancer-prone family. Knowledge of colon cancer genetics, with particular attention to precision in hereditary cancer syndrome diagnosis, can often enable highly targeted surveillance and management strategies for patients at high genetic risk. Unfortunately, the patient's family history of cancer is often given minimal attention, and knowledge of hereditary cancer syndromes is frequently limited. Indeed, many physicians still consider familial adenomatous polyposis (FAP) as the only genetic risk factor for colorectal cancer. This concern with FAP was noted in a colorectal cancer-prone kindred which for decades had been thought to manifest that syndrome. However, after meticulous genetic, medical, and pathologic studies, the cardinal phenotypic characteristics of Lynch syndrome II were observed. The potential for cancer control in current and future generations of families like this one clearly mandates the need for computerized registries which could transmit current information about hereditary colon cancer syndrome diagnosis, surveillance, and management.",156,"1","2024-04-24T20:52:58.009990Z",152,13.5,"1","2024-04-24T20:52:58.009990Z"
"Translocation breakpoint of acute promyelocytic leukemia lies within the retinoic acid receptor alpha locus. Acute promyelocytic leukemias (APLs) are characterized by a reciprocal balanced translocation that involves chromosomes 15 and 17 [t(15;17)]. We report the isolation and characterization of one of the two reciprocal break sites and demonstrate that the chromosome 17 breakpoint lies within the retinoic acid receptor alpha locus. Nucleotide sequencing of the 15;17 cross-over junction on 15q+ showed that the retinoic acid receptor alpha gene is truncated within its first intron, 370 base pairs upstream from the splicing donor site of exon II. Such a recombination would be expected to generate abnormal RAR alpha mRNA and protein. Southern blot analysis of a number of APLs with chromosome 15- and 17-derived DNA probes revealed similar 15;17 recombinations in the majority of other APLs. Our data are strong evidence that the retinoic acid receptor alpha gene plays a crucial role in the leukemogenesis of APL.",157,"1","2024-04-24T20:53:09.515172Z",153,10.418,"1","2024-04-24T20:53:09.515172Z"
"Inflammatory breast cancer. Historically, the prognosis of inflammatory breast cancer has been poor. We conducted a retrospective review to evaluate the recent Memorial Sloan-Kettering Cancer Center experience, to evaluate the role of combination chemotherapy, and to compare the effect of surgery and radiation on local/regional failure. Fifty-six patients with local/regional inflammatory breast cancer diagnosed between 1975 and 1984 were identified. All were treated with combination chemotherapy. Overall 5-year survival was 45% with a 5-year disease-free survival rate of 37%. Twenty-one patients were treated with induction chemotherapy followed by mastectomy and adjuvant chemotherapy. Survival and disease-free survival rates were similar to those achieved in patients treated with mastectomy followed by chemotherapy. Residual cancer was found in all 21 patients treated with induction chemotherapy, with extensive disease present in 18, including six of seven complete responders. The local/regional failure rate was 34%.",158,"1","2024-04-24T20:53:20.018126Z",154,9.476,"1","2024-04-24T20:53:20.018126Z"
"Surgical epicardial ablation of left ventricular pathway using sling exposure We report our experience with 43 consecutive patients with left free wall pathways operated on since December 1988 using a modified direct epicardial approach through a medial sternotomy, without the adjunct of normothermic cardiopulmonary bypass. The left atrioventricular sulcus is exposed by dislocating the heart cephalad and to the right using a sling made of a large sponge passed around the ventricle through the transverse sinus. While the arterial pressure is monitored, the heart is positioned to obtain adequate exposure without compromising the ventricular function. The left atrioventricular junction is exposed using a direct approach. The epicardium is incised along the ventricular edge and a plane of dissection is identified and opened using blunt dissection over the ventricular wall. The entire left atrioventricular junction can be exposed. After dissection, electrophysiological testing is repeated to assess accessory pathway conduction. Epicardial cryoablation was used when accessory pathway conduction was not present (42 patients). Transmural cryoablation was used under normothermic cardiopulmonary bypass when accessory pathway conduction persisted after dissection (subendocardial pathway). In all, cardiopulmonary bypass was not used in 41 patients. There was one early relapse that required transmural cryoablation. There were no complications.",159,"1","2024-04-24T20:53:28.118457Z",155,6.769,"4","2024-04-24T20:53:28.118457Z"
"Detection of gastric erosions: comparison of biphasic radiography with fiberoptic endoscopy. Biphasic radiography was compared with fiberoptic endoscopy in detecting gastric erosions in a prospective, blinded study of 385 patients with dyspepsia. Because no absolute standard was available for the comparison, since histologic confirmation of all erosions was not possible, the kappa statistic was used to compare results from both modalities. Flat (incomplete) erosions were detected with endoscopy only and were considered to be present in 42 patients (11.2%). Varioliform (complete) erosions were identified with both radiography and endoscopy in 12 patients (3.2%). For the detection of varioliform erosions, a substantial agreement beyond chance between both modalities was found (kappa = 0.73; standard error, 0.12). Thus, flat erosions were detected with endoscopy only, whereas state-of-the-art radiography and endoscopy were equally sensitive for detecting varioliform erosions. Histologic confirmation of erosions was obtained in only 75% of the patients. It is unknown whether the demonstration of erosions with radiography and/or endoscopy correlates with dyspepsia.",160,"1","2024-04-24T20:53:37.474697Z",156,6.961,"2","2024-04-24T20:53:37.475211Z"
"Interaction of the v-rel protein with an NF-kappa B DNA binding site. The avian reticuloendotheliosis virus T contains within its genome the oncogene rel. The expression of this gene is responsible for the induction of lymphoid tumors in birds. Recently, the rel gene was shown to be related to the p50 DNA binding subunit of the transcription factor complex NF-kappa B. Binding sites for the NF-kappa B complex are found in the enhancer regions of a number of genes, including the immunoglobulin kappa gene and the human immunodeficiency virus long terminal repeat. In this communication we identify an activity from avian reticuloendotheliosis virus T-transformed avian lymphoid cells that binds in an electrophoretic-mobility-shift assay to an NF-kappa B binding site from the kappa enhancer. This activity contains proteins immunologically related to rel, as detected by polyclonal and monoclonal antibodies directed against v-rel. In a DNA affinity precipitation assay using the NF-kappa B site from the human immunodeficiency virus long terminal repeat, v-rel and several other proteins were identified. These data suggest that oncogenic transformation by v-rel is the result of an altered pattern of gene expression.",161,"1","2024-04-24T20:54:05.259586Z",157,26.71,"1","2024-04-24T20:54:05.259586Z"
"Adoptive immunotherapy of human pancreatic cancer with lymphokine-activated killer cells and interleukin-2 in a nude mouse model. A pancreatic cancer cell line was grown in orthotopic and heterotopic positions in young Swiss/NIH nude mice, which were tested with adoptive immunotherapy. Mice were injected with 1 x 10(7) human cancer cells in the subcutaneous tissue and duodenal lobe of the pancreas. The mice were randomly divided into four groups: group IA (LAK + IL-2) (N = 25) received 2 X 10(7) human lymphokine-activated killer (LAK) cells from normal donors by tail vein injection followed by 10,000 units of human recombinant interleukin-2 (IL-2) given intraperitoneally every 12 hours for 28 days; group IB (IL-2) (N = 27) was given the same dose of IL-2 alone; group IC (RPMI-1640) (N = 18) received a placebo consisting of 1 ml of RPMI-1640 intraperitoneally every 12 hours; and group ID (LAK) (N = 14) received 2 X 10(7) LAK cells but no IL-2. Toxicity was significantly higher in group IB, with a mortality rate of 45.5% (10/22 animals) versus a 0% mortality (0/25) in group IA. None of the group IA or IB animals died of pancreatic cancer during the experiment. The animals that did not receive IL-2 died before 28 days in 14.2% of group IC and in 16.7% of group ID. The area under the growth curve of subcutaneous tumors during the course of treatment and the pancreatic tumor weight at the end of treatment were compared in each group. Subcutaneous tumors had a reduced rate of growth in group IA animals compared to all the other treatments. Pancreatic tumor growth was slowed in group IA. The animals treated with IL-2 alone (group IB) showed some slowing of tumor growth that was intermediate between group IA, group IC, and group ID. A similar experiment was done with irradiated (375 rad) mice. Nine nude mice with tumors were treated with LAK + IL-2 (group IIA), eight received IL-2 alone (group IIB), and seven received placebo (group IIC). The antitumor effect of IL-2 alone was not present in the irradiated mice. A highly significant difference persisted between group IIA and all other groups. There was no difference in the histologic characteristics of tumors in control mice and in mice with inhibited tumor growth treated with IL-2 or IL-2 and human LAK cells. These results show that adoptive immunotherapy with human LAK cells and human recombinant IL-2 is effective against human pancreatic cancer growing in nude mice. This effect is independent from antitumor activity from IL-2 admi",162,"1","2024-04-24T20:54:13.683870Z",158,7.362,"1","2024-04-24T20:54:13.683870Z"
"Intravascular laser therapy of acute myocardial infarction. The efficacy of a new method of treatment, endovascular blood irradiation with He-Ne laser, developed by the authors, was studied in 295 patients with primary acute transmural myocardial infarction (MI). Twenty-four-hour Holter monitoring findings before and after laser irradiation suggested the possibility of preventing sudden death in the acute period of MI owing to the high anti-arrhythmic efficacy of the method with respect to high-grade ventricular arrhythmias. Precodial ECG mapping and serial determination of blood enzyme activities (CPK and MB-CPK) showed that irradiation performed within the first hours of MI development contributed to effective limitation of the infarction area and restricted the spread of the area of myocardial ischemic damage.",163,"1","2024-04-24T20:54:20.724488Z",159,5.898,"4","2024-04-24T20:54:20.724488Z"
"Fine-needle aspiration biopsy of head and neck lesions. The case records of 213 fine-needle aspiration biopsies (FNAB) of head and neck masses performed on 209 patients over a 3-year period were reviewed to assess the diagnostic accuracy and safety of this technique in comparison with surgical histologic examination. Cytologic diagnoses based on FNAB were compared with histologic diagnoses in 110 patients who underwent surgery. Based on cytology alone, 40.3% of the lesions were reported as malignant, 45.1% as benign, and 14.6% as indeterminant. A specific cytologic diagnosis was made in 85.5% of the cases. Cytologic diagnoses concurred with surgical histologic diagnoses 90% of the time. Fine-needle aspiration biopsy was found to have a false-positive rate of 0.5% and a false-negative rate of 2.3%. The sensitivity and specificity of FNAB in determining a malignant diagnosis were 81.1% and 99%, respectively. Positive and negative predictive values were calculated at 98.9% and 82.8%, respectively. Diagnostic rate, sensitivity, and negative predictive value increased consistently throughout the study period, indicating that the diagnostic accuracy of FNAB improved with experience.",164,"1","2024-04-24T20:54:38.727029Z",160,16.93,"5","2024-04-24T20:54:38.727029Z"
"Adverse mortality experience of a southwestern American Indian community: overall death rates and underlying causes of death in Pima Indians. As part of an ongoing epidemiologic study, the death rate and causes of death during 1975 through 1984 were determined in Pima Indians who resided in the Gila River Indian Community (GRIC) in 1965 and later. Death certificates were available for 677 of the 681 deaths. In 78% of the deaths, the underlying cause recorded on the death certificate agreed with the cause determined after review of all available relevant records. The age- and sex-adjusted average annual death rate for the GRIC population (1639/100,000) was 1.9 times (95% CI 1.7-2.0) the 1980 rate for the U.S. all races (878/100,000). In Pima males, whose death rate was substantially higher than that of Pima females, the age-adjusted death rate was 2.3 times that in U.S. males, all races. Moreover among males 25-34 years of age, the Pima death rate was 6.6 times that for the U.S. all races. Diseases of the heart and malignant neoplasms caused 59% of U.S. deaths in 1980, but only 19% of GRIC deaths. By contrast, the age- and sex-adjusted mortality rate in the GRIC Pima was 5.9 times the rate of the U.S. all races for accidents, 6.5 times for cirrhosis, 7.4 times for homicide, 4.3 times for suicide, and 11.9 times for diabetes. Tuberculosis and coccidioidomycosis were important causes of death in the Pima, for whom infectious diseases was the tenth leading cause of death. The findings indicate that programs to improve the adverse mortality experience of the GRIC population should emphasize factors related to fatal accidents, alcoholic cirrhosis, homicide, suicide, diabetes mellitus, and infectious diseases. Young Pimas, especially the males, should be the primary focus of such preventive efforts. These findings and recommendations probably apply to many Native American populations.",165,"1","2024-04-24T20:54:59.962948Z",161,20.059,"5","2024-04-24T20:54:59.962948Z"
"Evaluating oxygen delivery and oxygen utilization with mixed venous oxygen saturation monitoring: a case study approach. Three cases studies are presented to demonstrate clinical application of mixed venous oxygen saturation (SvO2) monitoring in critical care nursing practice. Examples of critically ill patients are used to demonstrate how SvO2 monitoring can be used in clinical practice to reflect an imbalance between oxygen delivery and oxygen utilization. In the first case, the patient had a problem with oxygen delivery. Continuous SvO2 data aided nurses in guiding, adjusting, and assessing therapy. The second case demonstrates how SvO2 monitoring can provide an early sign of a life-threatening complication. The final case is one in which the patient had a problem with oxygen utilization. In all the cases, continuous SvO2 data provided important information about the balance between oxygen delivery and oxygen utilization.",166,"1","2024-04-24T20:55:18.000582Z",162,16.963,"5","2024-04-24T20:55:18.000582Z"
"Anaphylactoid reactions during hemodialysis on AN69 membranes in patients receiving ACE inhibitors. We report five life-threatening anaphylactoid reactions occurring within the very first minutes of hemodialysis on polyacrylonitrile (AN69) capillary dialyzers in three patients receiving ACE inhibitors. Such reactions were not observed either in patients treated with ACE inhibitors but dialyzed on other membranes (N = 9), nor in patients on AN69 who did not receive ACE inhibitors (N = 19). These anaphylactoid reactions could be due to bradykinin accumulation, as a result of both increased synthesis--by interaction of blood with the AN69 polymer--and catabolism blockade by ACE inhibitors.",167,"1","2024-04-24T20:55:28.737707Z",163,9.613,"5","2024-04-24T20:55:28.737707Z"
"Dexamethasone-nonsuppressible cortisol in two cases with aldosterone-producing adenoma. Forty-one patients with aldosterone-producing adenoma (APA) were subjected to a dexamethasone suppression test (DST) before surgery. Serum cortisol and urinary excretion of 17-hydroxycorticosteroids were suppressed by dexamethasone in 39 patients [DST(+)]. In two patients (cases A and B), they were not suppressed [DST(-)]. Clinical manifestations of the two DST(-) patients were similar to those of DST(+) patients. Hypertension, hypokalemia, high serum aldosterone levels, and suppressed PRA were found in all of the patients. The cut surfaces of the adenomas from all of the patients, including cases A and B, were golden yellow, which is typical of APA. However, atrophies of the adjacent normal tissues were evident exclusively in the two DST(-) patients. After removal of the affected adrenals, the serum cortisol level was suppressed by dexamethasone in one of the DST(-) patients (case B). These findings suggested autonomous cortisol production by APA. To evaluate whether cortisol could be produced from the adenoma tissue, the presence of several steroidogenic enzymes was studied by immunohistochemistry and mRNA analysis in the adenomas and the adjacent nonneoplastic adrenals from the 2 DST(-) and 5 DST(+) patients. Immunohistochemical analysis demonstrated that steroidogenic enzymes were expressed in APA tumor tissues from both DST(-) and DST(+) patients. In both groups, mRNAs coding steroidogenic enzymes were present not only in the nonneoplastic but also in the tumor tissues. Quantitative analysis of the mRNA levels revealed that in the adrenals from DST(+) patients, the mRNAs were more abundant in nonneoplastic tissue than in tumor tissue. However, in those from DST(-) cases, the mRNAs were much more abundant in the tumor tissues than in the nonneoplastic tissues. These results indicate that tumor cells of the two DST(-) patients autonomously synthesized not only aldosterone but also cortisol. The diameters of the tumors from the two DST(-) patients exceeded 3 cm, while those from other DST(+) patients were smaller. In patients with large APA, adrenal insufficiency should be anticipated upon removal of the tumor.",168,"1","2024-04-24T20:56:12.549519Z",164,40.611,"1","2024-04-24T20:56:12.549519Z"
"Assessment of experimental pericardial effusion using nuclear magnetic resonance imaging techniques. An experimental canine model of pericardial effusion was designed to validate previous clinical nuclear magnetic resonance imaging (NMR) studies. Saline (n = 7), serum (n = 4), blood (10% hematocrit [n = 5]; 20% hematocrit [n = 5]), and lipid (n = 4) effusions were chosen to resemble: (1) transudative/exudative, (2) nonhemorrhagic/hemorrhagic, and (3) chylous effusions, respectively. There was a linear correlation between the infused volume and the pericardial/epicardial distance measurements on the nuclear magnetic resonance images. Hemorrhagic and nonhemorrhagic exudative effusions were distinguished from transudative effusions by the low signal intensity of transudative effusions images obtained at a TR (repetition time) of 400 and 800 msec. Nonhemorrhagic effusions had significantly lower effusion-to-myocardial signal intensity ratio at TR of 400 msec than did hemorrhagic effusions. Differences in hematocrit were not appreciated qualitatively or quantitatively. Compared with other effusion types, only chylous effusions were hyperintense to myocardium at a TR of 400 msec. Chylous effusions were further uniquely characterized by a decreasing effusion-to-myocardial signal intensity ratio with increasing TR. These experimental findings corroborate the findings of earlier clinical reports and suggest that NMR can provide important assistance in the evaluation of pericardial effusions.",169,"1","2024-04-24T20:56:31.591343Z",165,16.876,"4","2024-04-24T20:56:31.591343Z"
"Skeletal muscle as an alternative specimen for alcohol and drug analysis. In a random group of medical examiner cases, muscle tissue, as well as blood and vitreous humor, was analyzed for ethyl alcohol, and the results were compared. When the blood concentration was greater than 0.10 g/dL, the muscle to blood ratio was 1.00 or less (average 0.94), and when the blood concentration was less than 0.10 g/dL, this ratio was greater than 1.00 (average 1.48). The author proposes that this ratio is dependent upon the time course of absorption and distribution, as has been observed for vitreous humor, but with a more rapid equilibration. Muscle tissue was also analyzed in another group of cases found to be positive for one or more drugs in blood. The concentrations of the drugs in muscle varied from none detected to 6.5 times those in blood and seemed to be dependent on the time course between ingestion and death, as well as on the nature of the drug. For most common basic drugs, the ratios were often near unity. Muscle is proposed as a useful alternative specimen to postmortem blood.",170,"1","2024-04-24T20:56:41.759842Z",166,8.471,"5","2024-04-24T20:56:41.759842Z"
"Altered expression of the retinoblastoma gene product in human sarcomas. BACKGROUND. The retinoblastoma-susceptibility (Rb) gene is a prototype tumor-suppressor gene originally isolated from patients with heritable retinoblastoma. This gene encodes a nuclear phosphoprotein whose expression is altered in several types of human tumors. METHODS. We studied the expression of the Rb protein in 44 primary and 12 metastatic high-grade human sarcomas by means of immunohistochemical methods and Western blotting. Computerized image analysis was used to quantify the level of Rb gene product in individual tumor cells. The expression of the Rb gene was then correlated with clinical outcome in the patients with primary tumors. RESULTS. Of the 44 patients with primary sarcomas, 13 (30 percent) had tumors with normal, homogeneous expression of the Rb protein in essentially all tumor cells. Thirty-one patients with primary tumors (70 percent) had altered Rb expression; in 18 (40 percent) the Rb protein was heterogeneously expressed, and in 13 (30 percent) it was detected in fewer than 20 percent of the tumor cells. All 12 of the patients with metastatic sarcomas had altered expression of the Rb protein. When the findings in the patients with primary tumors were correlated with clinical outcome, survival was found to be significantly increased in the patients whose tumors had homogeneous Rb expression, as compared with those with either heterogeneous expression (P = 0.026) or no expression (P = 0.012). CONCLUSIONS. Tumors in which the expression of Rb gene product was decreased were more aggressive than tumors in which this protein was expressed by nearly all cells. The Rb gene product may be an important prognostic variable in patients with these tumors.",171,"1","2024-04-24T20:56:49.872535Z",167,6.653,"1","2024-04-24T20:56:49.872535Z"
"Pharmacokinetics and clinical experience of 20-h infusions of methohexitone in intensive care patients with postoperative pyrexia. We have studied the pharmacokinetics of 20-h infusions of methohexitone in young patients with postoperative fever undergoing artificial ventilation of the lungs. The infusion rate was adjusted so that patients were unresponsive to vocal stimulation but reacted to tracheal suction. The mean steady state concentration of methohexitone required was 2.6 mg litre-1 (unbound 0.53 mg litre-1). The mean (SD) total clearance of methohexitone was 16.3 (4.2) ml min-1 kg-1, which is greater than that for volunteers or normal surgical patients. The unbound clearance correlated positively with body temperature during the infusion (r = 0.796, P = 0.017). The terminal half-life of methohexitone was 6.3 (3.8) h and that of the 4'-hydroxy metabolite 5.8 (2.1) h. There were no marked haemodynamic effects of the infusion, and no excessive sedation after the infusion. However, the clearance of methohexitone was high and variable, possibly as a direct effect of postoperative fever. Consequently, the need for individual titration of the rate of infusion is emphasized.",172,"1","2024-04-24T20:57:01.432799Z",168,10.125,"5","2024-04-24T20:57:01.432799Z"
"Simplified technique for isolating vascularized rib periosteal grafts. A modified technique for obtaining a vascularized rib periosteal segment utilizing the posterolateral approach is presented. The technique avoids the inclusion of a large muscle cuff or the pleura around the isolated rib segment and therefore minimizes donor-site morbidity and chest complications previously associated with this approach.",173,"1","2024-04-24T20:57:49.214332Z",169,42.519,"5","2024-04-24T20:57:49.214332Z"
"The surgical management of chronic parotitis. Chronic parotitis is a disorder characterized by recurrent painful swelling of the gland with purulent sialorrhea. Occasionally, the condition fails to respond to medical management and definitive surgical therapy is necessary. Sialolithiasis is the usual etiology in cases of parotitis, although occasionally severe recurrent parotid infections are superimposed on underlying Sjogren's disease. Total parotidectomy with facial nerve dissection has been used in such cases in our department and has proved to be an excellent way to manage this disease. A summary of our results indicate that the recurring infections were eradicated and that the complication rate is tolerable, considering the magnitude of the problem. We feel that it is better to use surgical management early rather than wait for the formation of fistulae or abscesses.",174,"1","2024-04-24T20:58:00.876962Z",170,10.355,"5","2024-04-24T20:58:00.876962Z"
"Functional results of facial nerve suture after removal of acoustic neurinoma: analysis of 25 cases. The facial nerve is sometimes severed during the removal of acoustic neurinomas, either intentionally to ensure complete removal, or unintentionally because of difficulties in identification. In such cases we have, if possible, sutured the nerve stumps microsurgically, either end to end or by use of an intervening nerve graft. We analyzed the outcome of 25 instances of facial nerve suturing in a series of 219 patients operated on for acoustic neurinoma from 1979 to 1987. The first signs of recovery appeared at an average of 12 months, and there was continued improvement for several years. Recovery was graded from 1 to 6. The anastomosis was successful in 24 of the 25 sutured nerves, in that at least some facial movement and tone were restored (Grade 5 or higher). In 11 of the 25 cases, facial appearance at rest and with movement was moderately good (Grade 2 or 3). A Grade 1 result, with no perceivable facial dysfunction, was never achieved. Typically, oral muscles showed the most improvement and frontal muscles the least. Facial appearance was better at rest than with movement, which was always complicated by some degree of synkinesis. Closure of the eye was so good in 13 of the 25 cases that neither tarsorrhaphy nor an eyelid spring was necessary. When the facial nerve is severed, intraoperative suture is recommended, because it provides a chance for moderately good restoration of facial appearance.",175,"1","2024-04-24T20:58:25.727019Z",171,23.658,"3","2024-04-24T20:58:25.727019Z"
"Localization of technetium-99m-glucarate in zones of acute cerebral injury. The potential structural similarity of technetium-99m-labeled glucaric acid (99mTc-glucarate) to that of fructose suggests that this agent may enter cells by a sugar transport system. Studies with LLC-PK1 cells demonstrated inhibition of 99mTc-glucarate uptake by fructose, confirming this potential relationship. Since anaerobic metabolism can use either glucose or fructose, we hypothesized that 99mTc-glucarate may concentrate in areas of acute ischemic injury. To test this hypothesis, 63 adult rats with middle cerebral artery (MCA) occlusion followed by reperfusion were injected with 99mTc-glucarate and in vivo and ex vivo images were acquired. Seven animals were also studied with 18FDG and high resolution PET imaging. The radionuclide images were compared to the results of triphenyl tetrazolium chloride (TTC) staining and conventional histopathology. Thirty-five rats had significant accumulation of 99mTc-glucarate and no TTC staining (indicating infarction) in the involved hemisphere. Of the remaining 28 rats with TTC staining (suggesting viability) of the involved hemisphere, 16 (57%) had 99mTc-glucarate accumulation. In the seven rats that were studied with both 99mTc-glucarate and 18FDG, 99mTc-glucarate accumulated at the center of the occluded MCA territory while 18FDG activity was decreased in this region. These results suggest that 99mTc-glucarate is a sensitive marker of acute severe cerebral injury, but its mechanism of localization is probably different from that of 18FDG.",176,"1","2024-04-24T20:58:35.137438Z",172,8.05,"3","2024-04-24T20:58:35.137438Z"
"Risk of cancer death in first-degree relatives of patients with hereditary non-polyposis cancer syndrome (Lynch type II): a study of 130 kindreds in the United Kingdom. To estimate the relative risks of cancer in first-degree relatives of index patients, 130 pedigrees of dominantly inherited Lynch type II cancer family syndrome have been analysed. The risk of death from all causes was significantly increased in women over 45 years of age and the overall liability to cancer in women was greater than for men. A sevenfold increase in risk of colon cancer was found in both sexes. In female relatives the risk of breast cancer was increased fivefold and lifetime risk of breast cancer was 1 in 3.7. A screening programme based on estimated risks could be offered to first-degree relatives of index patients with Lynch type II cancer family syndrome.",177,"1","2024-04-24T20:58:51.367666Z",173,13.417,"1","2024-04-24T20:58:51.367666Z"
"Inflammatory myofibroblastic tumor (plasma cell granuloma). Clinicopathologic study of 20 cases with immunohistochemical and ultrastructural observations. Twenty cases of inflammatory myofibroblastic tumor (IMT) were studied; 19 involved the lung and 1 the esophagus only. The patients' ages ranged from 3 to 72 years. There were 9 males and 11 females. Involvement of a bronchus was seen in one case and of mediastinal structures in four. Chest pain and dyspnea were common symptoms; eight patients were asymptomatic. Seven patients underwent lobectomy, 12 local excision, and 1 biopsy alone. The lesions were nonencapsulated and ranged from 1.2 to 15 cm. Various proportions of plasma cells, histiocytes, and spindle cells were observed; the latter corresponded ultrastructurally to fibroblasts and myofibroblasts, were immunoreactive for vimentin and actin and focally for desmin, and were negative for epithelial markers. Plasma cells were polyclonal for light chains. One patient had two recurrences, and in one case a large pleural IMT was found eight years after the excision of a similar lesion in the lung. All patients with follow-up (ten) were well as long as ten years after the diagnosis (average, 3.7 years).",178,"1","2024-04-24T20:59:07.729667Z",174,15.209,"1","2024-04-24T20:59:07.729667Z"
"Use of single internal mammary artery grafts in older patients. The indications for use of the internal mammary artery as a coronary bypass conduit in older patients are not clearly established. Between January 1985 and December 1988, 786 patients received single internal mammary artery grafts alone (717) or in conjunction with other procedures (69). Of these patients, 341 were 65 years of age or older (mean, 69.3 years). This group was compared with those patients less than 65 years of age (mean, 56.2 years). There were no significant differences between the two groups in the incidence of diabetes mellitus; the number of distal coronary anastomoses; left ventricular wall motion score; the frequency of isolated bypass procedures, reoperations, or emergent operations; or the durations of aortic clamping and cardiopulmonary bypass. The older group contained more women (34.9% versus 20.7%) and more patients with left main coronary artery disease (15.5% versus 9.4%) (p less than 0.01). No significant differences in the frequency of reoperation for hemorrhage, perioperative infarction, neurological deficits, requirements for intra-aortic balloon pumping, sternal wound infections, necessity for prolonged ventilatory support, or 30-day mortality (2.7% versus 3.2%) were observed. The length of postoperative hospitalization was greater in the older group (11.8 versus 10.2 days) (p = 0.02). Blinded histological examination of biopsies from 61 internal mammary artery grafts (34 patients less than 65 years, 27 patients greater than or equal to 65 years) showed no significant differences in luminal area or wall thickness. No significant degenerative changes were observed in either group. We conclude that the use of the internal mammary artery for bypass grafting in older patients is safe and may provide long-term benefit.",179,"1","2024-04-24T20:59:40.826881Z",175,31.629,"4","2024-04-24T20:59:40.826881Z"
"Myocarditis simulating acute transmural myocardial infarction. A patient with cardiogenic shock had typical electrocardiographic findings of acute anterior transmural myocardial infarction. Cardiac catheterization revealed normal coronary arteries and severe biventricular failure. Postmortem examination confirmed normal coronary arteries; acute myocarditis, but no evidence for infarction, was found. Electrocardiographic changes of myocarditis may be indistinguishable from acute transmural infarction. In suspected cases, cardiac catheterization should be considered prior to thrombolytic therapy.",180,"1","2024-04-24T20:59:48.722633Z",176,6.437,"4","2024-04-24T20:59:48.722633Z"
"Risks factors for cerebral infarction in good-grade patients after aneurysmal subarachnoid hemorrhage and surgery: a prospective study. A prospective series of 265 patients with aneurysmal subarachnoid hemorrhage (SAH) of Grades I to III (Hunt and Hess classification) upon admission were evaluated as to neurological outcome and computerized tomography (CT) findings 1 to 3 years (mean 1.4 years) after the SAH and surgery. A total of 73 patients underwent acute surgery (within 72 hours after the bleed: Days 0 to 3), 86 were operated on subacutely (between Days 4 and 7), and 91 had late surgery (on Day 8 or later). Fifteen patients died before surgery was undertaken and another 20 patients died during the follow-up period. A total of 104 patients received nimodipine and the rest of the patients received either placebo (109 patients) or no medication (52 patients). A logistical regression analysis revealed the following prognostic factors for cerebral infarction, in order of importance: the amount of blood on the primary CT scan; postoperative angiographic vasospasm; the timing of the operation; and a history of hypertension. The use of nimodipine was associated with a significant reduction of cerebral infarcts visualized by CT scanning in patients who received intermediate or late surgery. In patients who underwent acute surgery no significant difference between the incidence of cerebral infarcts was observed.",181,"1","2024-04-24T21:00:00.526066Z",177,10.388,"3","2024-04-24T21:00:00.526066Z"
